Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,928.43,безналичный,Могилев,Белинвестбанк-YCGW-088,23-08-2014,19:11:30,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,109.14,безналичный,Брест,Приорбанк-BXIP-188,19-08-2024,11:45:10,успешно,нет,0.0
юр. лицо,списание средств,1620.24,наличный,Витебск,МаксБанк-BVGV-346,20-02-2002,00:47:24,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2959.46,безналичный,Гомель,Беларусбанк-JZJF-434,03-11-2024,19:16:54,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4030.67,наличный,Гомель,Белинвестбанк-TFXB-411,22-04-2001,07:55:17,недостаточно средств,да,188.67
физ. лицо,получение средств,2118.93,безналичный,Могилев,Беларусбанк-GJIE-097,10-09-2005,17:47:59,успешно,нет,0.0
физ. лицо,получение средств,2880.08,наличный,Могилев,БелАгропромбанк-LMUU-866,01-02-2004,09:32:38,успешно,нет,0.0
юр. лицо,списание средств,3400.42,безналичный,Могилев,МаксБанк-EUMR-835,21-04-2007,16:24:57,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2354.61,наличный,Витебск,Приорбанк-NIAQ-586,23-10-2001,21:54:39,успешно,нет,0.0
физ. лицо,получение средств,3149.82,наличный,Гомель,Белинвестбанк-QSUY-604,24-04-2012,07:20:22,успешно,нет,0.0
юр. лицо,получение средств,3096.68,безналичный,Гомель,Приорбанк-CSHS-065,02-12-2010,12:06:49,успешно,нет,0.0
физ. лицо,получение средств,4354.55,наличный,Гомель,Беларусбанк-BMZJ-526,14-05-2024,21:01:26,успешно,нет,0.0
юр. лицо,получение средств,866.86,безналичный,Витебск,МаксБанк-ERKH-544,18-03-2007,18:39:24,успешно,нет,0.0
физ. лицо,списание средств,1479.32,наличный,Могилев,Беларусбанк-CEDI-088,19-01-2011,10:01:53,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4384.55,наличный,Витебск,Беларусбанк-RACA-693,06-09-2018,19:56:06,успешно,нет,0.0
юр. лицо,списание средств,1807.29,безналичный,Гродно,Белинвестбанк-QWEA-703,03-04-2002,01:03:58,успешно,нет,0.0
физ. лицо,получение средств,4118.92,наличный,Могилев,МаксБанк-ZGQF-558,20-02-2022,02:00:23,успешно,нет,0.0
физ. лицо,списание средств,2753.72,наличный,Брест,Беларусбанк-UBUX-384,20-06-2014,17:24:51,неправильный ввод пин-кода,да,65.75
физ. лицо,списание средств,18.77,наличный,Минск,МаксБанк-KTNF-083,24-11-2024,23:52:06,неправильный ввод пин-кода,да,1.49
физ. лицо,получение средств,869.53,безналичный,Могилев,Белинвестбанк-HFTU-691,28-09-2018,17:53:28,успешно,нет,0.0
юр. лицо,списание средств,3830.92,наличный,Гомель,Беларусбанк-IMMS-400,14-10-2022,14:05:27,успешно,нет,0.0
физ. лицо,списание средств,3526.13,наличный,Гродно,Беларусбанк-EVTO-409,28-12-2012,21:19:17,успешно,да,37.61
юр. лицо,получение средств,4500.65,наличный,Витебск,Беларусбанк-BENT-591,29-12-2012,03:47:36,успешно,нет,0.0
физ. лицо,получение средств,2446.3,безналичный,Гродно,Беларусбанк-AVOZ-710,18-05-2004,20:14:08,успешно,нет,0.0
юр. лицо,получение средств,409.88,безналичный,Гомель,Беларусбанк-PHDA-305,11-10-2019,01:40:54,успешно,нет,0.0
физ. лицо,получение средств,2924.51,безналичный,Гомель,Приорбанк-PNFU-589,09-08-2018,03:16:17,успешно,нет,0.0
физ. лицо,получение средств,2766.63,наличный,Минск,Белинвестбанк-OVPW-223,09-02-2014,10:23:28,успешно,нет,0.0
физ. лицо,списание средств,2668.23,наличный,Гомель,Белинвестбанк-ZCRA-175,05-03-2007,09:14:21,недостаточно средств,да,194.73
юр. лицо,получение средств,4863.79,безналичный,Минск,БелАгропромбанк-ZARF-536,05-12-2002,04:03:53,успешно,нет,0.0
юр. лицо,списание средств,2408.66,наличный,Могилев,Приорбанк-AEDR-909,03-09-2002,16:18:20,недостаточно средств,да,31.73
физ. лицо,списание средств,1863.8,наличный,Гродно,Беларусбанк-AWMH-375,24-01-2019,04:14:19,успешно,нет,0.0
юр. лицо,списание средств,194.07,наличный,Брест,Приорбанк-QLWR-919,16-12-2006,05:44:52,неправильный ввод пин-кода,да,4.9
физ. лицо,получение средств,609.25,наличный,Витебск,Приорбанк-MMYZ-668,29-07-2005,01:39:54,успешно,нет,0.0
физ. лицо,получение средств,513.53,безналичный,Брест,Белинвестбанк-CQMV-203,04-10-2021,09:57:16,успешно,нет,0.0
юр. лицо,списание средств,1191.43,наличный,Могилев,Беларусбанк-KHVB-737,23-11-2002,20:08:22,недостаточно средств,нет,0.0
физ. лицо,списание средств,2906.07,наличный,Минск,Белинвестбанк-YSSR-080,31-01-2010,13:56:30,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2973.45,безналичный,Гродно,БелАгропромбанк-WKIG-123,30-12-2024,10:24:28,неправильный ввод пин-кода,да,70.38
юр. лицо,списание средств,1867.41,безналичный,Минск,Беларусбанк-YKOM-633,13-06-2001,15:53:37,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2330.54,наличный,Гродно,Приорбанк-SKCY-052,13-04-2021,20:07:24,неправильный ввод пин-кода,да,174.95
физ. лицо,получение средств,2705.15,безналичный,Витебск,БелАгропромбанк-XAGX-886,28-05-2003,16:00:54,успешно,нет,0.0
юр. лицо,списание средств,1216.09,безналичный,Витебск,БелАгропромбанк-JQWC-505,24-08-2004,19:36:48,успешно,нет,0.0
физ. лицо,списание средств,1723.77,безналичный,Гомель,Белинвестбанк-GERL-550,30-11-2009,18:05:44,неправильный ввод пин-кода,да,40.23
физ. лицо,списание средств,3351.12,наличный,Гродно,Беларусбанк-ATLQ-005,22-03-2000,09:25:22,неправильный ввод пин-кода,да,283.53
юр. лицо,списание средств,2674.93,наличный,Витебск,Белинвестбанк-MWKF-607,06-04-2004,19:22:00,неправильный ввод пин-кода,да,240.31
юр. лицо,получение средств,1655.73,безналичный,Гомель,Беларусбанк-KKVN-844,06-07-2024,05:18:45,успешно,нет,0.0
